110,3818,5,"Service impeccable, chambres haut de gamme.",1,"Bagages perdus et aucune aide."
111,4929,3,"Satisfaisant, rien de spécial.",5,"Service parfait, équipage attentionné."
112,5733,3,"Moyen, standard.",5,"Expérience premium, service impeccable."
113,5882,1,"Expérience très négative, service inexistant.",1,"Expérience catastrophique."
114,733,5,"Expérience incroyable, je recommande vivement.",4,"Bon vol, recommande."
115,5758,4,"Bon hôtel, literie correcte.",4,"Bon vol, service rapide."
116,6101,3,"Chambre correcte mais un peu petite.",4,"Bon vol, service correct."
117,811,1,"Hôtel sale et dangereux.",5,"Voyage agréable, bon rapport qualité/prix."
118,1172,2,"Problèmes répétitifs pendant le séjour.",1,"Baggages perdus et aucun suivi."
119,1963,2,"Personnel peu professionnel.",2,"Hôtesse impolie."
120,694,2,"Confort insuffisant pour le prix.",3,"Siège étroit mais vol acceptable."
121,3378,1,"Expérience très négative, service inexistant.",3,"Assez correct."
122,4766,4,"Excellent standing, petit bémol sur la carte.",1,"Service client inexistant."
123,6062,5,"Séjour relaxant, spa et piscine parfaits.",3,"Assez correct."
124,1594,5,"Luxueux, service irréprochable et attentionné.",5,"Vol impeccable, service 5 étoiles."
125,1057,2,"Propreté douteuse.",2,"Restauration décevante."
126,73,5,"Service de qualité, petit-déjeuner excellent.",1,"Perte de bagages et mauvaise gestion."
127,2484,5,"Parfait pour se reposer, cadre exceptionnel.",3,"Correct, service minimal."
128,1424,3,"Rien d''extraordinaire.",1,"Aucun service après incident."
129,2387,1,"Hôtel sale, à dénoncer.",4,"Vol correct, dommage le retard."
130,400,5,"Personnel chaleureux, prestations haut de gamme.",1,"Expérience catastrophique."
131,51,3,"Rien à redire de particulier.",3,"Moyen, pas mal."
132,2186,3,"Séjour convenable, emplacement pratique.",3,"Correct pour un trajet court."
133,5221,4,"Bon hôtel, quelques petits défauts.",5,"Expérience sans faute, très bien."
134,4350,2,"Equipements défectueux.",5,"Ponctualité et confort, top."
135,3001,3,"Moyen, standard.",3,"Moyen, pas mal."
136,4586,5,"Expérience sublime, excellent rapport qualité.",1,"Extrêmement décevant, évitez."
137,6585,1,"Situation inacceptable, a fuir.",4,"Satisfaisant, bien organisé."
138,6564,4,"Très satisfaite de mon séjour.",3,"Moyen, trop de passagers."
139,6220,1,"Très mauvaise propreté, infestation.",2,"Retard pénible."
140,6900,4,"Excellent standing, petit bémol sur la carte.",4,"Très bien pour le prix."
141,6993,2,"Mauvais rapport qualité/prix.",1,"Vol annulé, perte de journée."
142,5745,1,"Expérience catastrophique, évitez.",2,"Problèmes au sol mal gérés."
143,969,3,"Satisfaisant pour une étape.",4,"Bien organisé, léger retard."
144,767,4,"Très bien, petites améliorations à prévoir.",2,"Hôtesse impolie."
145,430,4,"Bon rapport qualité-prix général.",3,"Moyen, service minimal."
146,350,3,"Rien de spécial, standard.",1,"Service client inexistant."
147,1162,2,"Bruyant et peu propre.",2,"Personnel peu aidant."
148,48,1,"Expérience honteuse, propreté insuffisante.",3,"Vol correct pour le prix."
149,1378,3,"Acceptable mais peu chaleureux.",5,"Service haut de gamme et ponctuel."
150,6459,3,"Correct mais cher.",2,"Peu d''informations durant le retard."
151,1699,5,"Séjour royal, tout est parfait.",5,"Vol smooth, aucun souci."
152,1091,5,"Service impeccable, chambres haut de gamme.",1,"Expérience désastreuse."
153,6739,2,"Chambres bruyantes, mauvaise isolation.",2,"Peu d''informations durant le retard."
154,4090,3,"Moyen, prestations limitées.",1,"Très mauvaise expérience au sol."
155,662,1,"Horrible expérience, chambres impraticables.",1,"Baggages perdus et aucun suivi."
156,6150,2,"Trop de bruit et peu de confort.",3,"Correct mais serré."
157,75,4,"Excellent standing, petit bémol sur la carte.",2,"Retard important sans explication."
158,823,1,"Chambre insalubre, plainte déposée.",4,"Satisfaisant malgré un petit retard."
159,6191,5,"Personnel professionnel et disponible 24/7.",5,"Très bon confort, personnel professionnel."
160,3126,4,"Bon hôtel, service réactif.",1,"Très mauvaise gestion, bagages perdus."
161,5725,2,"Pas assez de personnel.",5,"Service parfait, équipage attentionné."
162,6396,5,"Calme, propre et bien situé, parfait.",5,"Service haut de gamme, très satisfait."
163,2385,4,"Bon rapport qualité/prix, recommande.",4,"Bon vol, boissons limitées."
164,2907,1,"Propreté déplorable et bruit constant.",5,"Voyage parfait, mise en place professionnelle."
165,3364,4,"Très bon hôtel, quelques défauts mineurs.",4,"Satisfaisant, quelques attentes."
166,5207,4,"Bon rapport qualité-prix général.",2,"Inconfort notable."
167,6741,5,"Parfait pour les familles, nombreuses activités.",4,"Satisfaisant, un peu bruyant."
168,3930,3,"Hotel correct, prix un peu élevé.",1,"Très mauvaise expérience, évitez cette compagnie."
169,2072,4,"Très bon, confort appréciable.",1,"Retard long et aucune aide."
170,2943,5,"Accueil remarquable, beaucoup de petites attentions.",5,"Ponctuel et agréable, très bonne expérience."
171,5590,5,"Personnel professionnel et disponible 24/7.",4,"Bon vol, je recommande."
172,415,3,"Acceptable, emplacement pratique.",3,"Vol correct, mais peu d''espace."
173,5771,2,"Problèmes d''hygiène récurrents.",4,"Vol satisfaisant, snacks limités."
174,3974,5,"Luxueux, service irréprochable et attentionné.",5,"Confort et efficacité, top."
175,2891,4,"Séjour positif, quelques retards de service.",5,"Ponctuel, propre et agréable."
176,6481,4,"Bon hôtel, literie correcte.",5,"Expérience sans faute, très bien."
177,5201,2,"Personnel peu professionnel.",3,"Vol correct pour le prix."
178,3245,3,"OK pour une nuit, pas plus.",2,"Retard et incertitudes."
179,2714,2,"Pas assez de personnel.",3,"Correct, sans extras."
180,1467,5,"Parfait pour les familles, nombreuses activités.",4,"Satisfaisant malgré un petit retard."
181,5053,1,"Hôtel hors service, très mauvaise expérience.",5,"Très bon confort, personnel professionnel."
182,359,1,"Chambres sales, bruit constant.",4,"Satisfaisant malgré un petit retard."
183,3873,4,"Très bon hôtel pour un séjour détente.",2,"Retard prolongé sans infos."
184,2522,2,"Équipements défaillants.",5,"Expérience premium, tout s''est bien passé."
185,6034,1,"Hôtel sale et dangereux.",3,"Correct, services limités."
186,3672,5,"Séjour relaxant, spa et services top.",1,"Expérience catastrophique."
187,3121,4,"Excellent standing, petit bémol sur la carte.",1,"Situation cauchemardesque, évitez."
188,3407,3,"Correct, basique.",4,"Satisfaisant, recommande."
189,1671,3,"Assez correct pour un court séjour.",1,"Aucun service après incident."
190,6632,3,"Conforme à la description.",1,"Vol annulé sans compensation."
191,3093,1,"Très mauvaise expérience globale.",1,"Très mauvaise gestion, bagages perdus."
192,1354,5,"Séjour relaxant, spa et piscine parfaits.",5,"Service parfait, équipage attentionné."
193,6853,2,"Trop de bruit et peu de confort.",1,"Service client inexistant après problème."
194,1638,2,"Problèmes de réservation non gérés.",2,"Retard prolongé."
195,2923,2,"Insonorisation insuffisante.",2,"Resto à bord médiocre."
196,1245,4,"Très bon hôtel, personnel agréable.",2,"Restauration insuffisante."
197,139,2,"Service médiocre.",3,"Acceptable, mais serré."
198,1144,4,"Bon standing, quelques détails à améliorer.",4,"Satisfaisant, recommande."
199,2516,5,"Séjour relaxant, spa et piscine parfaits.",3,"Moyen, confortable pour court trajet."
200,4053,1,"Hôtel sale, fuite d''eau dans la chambre.",2,"Vol retardé, peu de communication."
201,5344,5,"Parfait du début à la fin, service exceptionnel.",1,"Bagages perdus et aucune aide."
202,1067,4,"Séjour agréable, hôtel bien entretenu.",4,"Bon vol, boissons limitées."
203,3397,1,"Hôtel sale, fuite d''eau dans la chambre.",3,"Moyen, pas mal."
204,844,4,"Séjour agréable, quelques détails à revoir.",3,"Moyen, aucun luxe."
205,3948,4,"Très bien, petites améliorations à prévoir.",4,"Bien mais bruit important."
206,3733,4,"Très bon hôtel, chambre confortable.",4,"Satisfaisant, quelques délais."
207,4808,5,"Cadre sublime, prestations de grande qualité.",1,"Annulation et aucun soutien."
208,6786,5,"Expérience incroyable, cadre et service top.",2,"Restauration insuffisante."
209,3145,3,"Moyen, standard.",4,"Bon voyage, recommande."
210,5523,3,"Moyen, prestations limitées.",4,"Bon vol, service minimum."
211,6115,3,"Moyen, petit-déjeuner basique.",4,"Vol standard mais agréable."
212,347,2,"Problèmes de réservation non gérés.",4,"Satisfaisant malgré petites attentes."
213,556,2,"Inconfortable pour nuit prolongée.",4,"Vol bien géré."
214,2344,5,"Emplacement idéal, équipe très réactive.",5,"Confort remarquable et équipage top."
215,4804,5,"Séjour haut de gamme, prestations excellentes.",5,"Sièges confortables et équipage souriant."
216,6274,3,"Moyen, standard.",2,"Personnel peu aidant."
217,5030,3,"Correct mais un peu cher.",1,"Vol chaotique, aucune aide."
218,6181,1,"Hôtel sale, à dénoncer.",3,"Correct, pas de luxe."
219,5872,2,"Pas assez de personnel.",1,"Service inexistant, évitez."
220,5195,5,"Séjour incroyable, staff aux petits soins.",3,"Moyen, manque de confort."
221,5650,3,"Rien de spécial, standard.",2,"Retard important sans explication."
222,1344,3,"Correct mais cher.",1,"Baggages perdus et aucune aide."
223,3268,1,"Horrible, je ne reviendrai jamais.",3,"Correct, mais long."
224,1630,3,"Correct, basique.",1,"Service client inexistant après problème."
225,6344,5,"Chambre luxueuse, service 5 étoiles.",1,"Vol annulé sans compensation."
226,2674,1,"Expérience très négative, service inexistant.",2,"Retard long, mauvaise communication."
227,991,1,"Problèmes de sécurité, à fuir.",5,"Vol parfait, personnel attentionné et service excellent."
228,4740,1,"Expérience honteuse, propreté insuffisante.",4,"Satisfaisant, quelques turbulences."
229,4675,3,"Correct, sans plus.",3,"Correct, sans extras."
230,5048,1,"Hôtel dangereux et sale.",5,"Service excellent, vol confortable."
231,2991,3,"Correct, sans extrême.",3,"Moyen, sièges serrés."
232,1340,1,"Totalement inacceptable, nous sommes partis.",4,"Vol agréable et calme."
233,731,2,"Propreté et service à revoir.",2,"Retard et mauvaise prise en charge."
234,5531,3,"Correct, basique.",4,"Bon vol malgré un léger retard."
235,5780,2,"Mauvaise odeur dans la chambre.",3,"Correct mais serré."
236,2125,1,"Expérience honteuse, propreté insuffisante.",5,"Équipage très pro, vol agréable."
237,3809,1,"Salle de bain cassée, inacceptable.",4,"Bon vol, recommande."
238,5581,2,"Propreté médiocre.",4,"Satisfaisant, quelques attentes."
239,68,5,"Séjour haut de gamme, prestations excellentes.",1,"Vol catastrophe : bagages perdus et service inexistant."
240,1712,2,"Installations vieillissantes.",3,"Assez correct."
241,4308,1,"Conditions inacceptables, à éviter.",1,"Annulé sans solution de rechange."
242,5659,5,"Tout était parfait, je recommande sans hésiter.",1,"Expérience catastrophique."
243,399,5,"Personnel aux petits soins, propreté parfaite.",2,"Retard pénible."
244,508,2,"Propreté douteuse.",5,"Ponctuel et agréable, très bonne expérience."
245,1375,2,"Trop de bruit et peu de confort.",2,"Inconfort notable."
246,4895,1,"Très déçu, hôtel horrible.",5,"Ponctuel, propre et agréable."
247,1475,1,"Service inexistant, très mauvais.",5,"Ponctuel et agréable, très bonne expérience."
248,653,3,"Correct mais un peu cher.",4,"Satisfaisant malgré petites attentes."
249,2823,2,"Petit-déjeuner décevant.",3,"Correct, services limités."
250,6170,3,"Rien d''exceptionnel mais propre.",4,"Bon vol, service rapide."
251,467,1,"Expérience très négative, service inexistant.",5,"Ponctualité et confort, top."
252,6122,5,"Parfait pour les vacances, tout est pensé.",4,"Vol agréable, personnel poli."
253,4240,4,"Très bon séjour, quelques améliorations.",3,"Correct, sans extras."
254,1188,3,"Hotel standard, correct.",1,"Annulation et aucune solution."
255,5544,5,"Parfait pour un week-end, calme et cosy.",5,"Voyage parfait, mise en place professionnelle."
256,3054,5,"Expérience parfaite, je reviendrai.",2,"Problèmes de bagages."
257,1773,2,"Mauvais service au restaurant.",1,"Expérience catastrophique."
258,6815,5,"Tout était parfait, je recommande sans hésiter.",1,"Expérience désastreuse."
259,424,2,"Bruit la nuit, service lent.",3,"Correct, siège serré."
260,5032,1,"Immondices dans la chambre, ne pas y aller.",3,"Moyen, sièges serrés."
261,6601,4,"Excellent standing, petit bémol sur la carte.",5,"Expérience premium, tout s''est bien passé."
262,1991,2,"Accueil froid, prestations moyennes.",5,"Très bon confort et ponctualité."
263,6057,1,"Pas d''eau chaude, pas de service.",3,"Vol correct pour le prix."
264,6022,5,"Accueil remarquable, beaucoup de petites attentions.",2,"Inconfortable et bruyant."
265,1749,3,"Correct pour une nuitée.",5,"Ponctuel et confortable, parfait."
266,6961,2,"Mauvais service au restaurant.",2,"Retard et incertitudes."
267,1761,3,"Correct pour une nuitée.",4,"Satisfaisant, bien organisé."
268,2604,4,"Très bon séjour, quelques améliorations.",4,"Bon vol mais place serrée."
269,655,4,"Séjour agréable, hôtel bien entretenu.",1,"Vol annulé sans prise en charge."
270,5336,3,"Correct, mais peu d''ambiance.",4,"Satisfaisant malgré un retard mineur."
271,4776,3,"Correct, basique.",3,"Moyen, acceptable."
272,5573,3,"Satisfaisant, rien de spécial.",3,"Correct, sans extras."
273,4139,4,"Satisfaisant, personnel disponible.",4,"Vol satisfaisant."
274,2664,5,"Accueil chaleureux, prestations de qualité.",4,"Bon vol, je recommande."
275,2434,2,"Service médiocre.",3,"Acceptable pour un court trajet."
276,5311,1,"Très déçu, conditions inacceptables.",1,"Chaotique, aucune information."
277,5070,2,"Mauvaise odeur dans la chambre.",3,"Moyen, confortable pour court trajet."
278,5850,5,"Expérience incroyable, cadre et service top.",2,"Pas assez d''informations durant le retard."
279,5056,1,"Bruyant et mal entretenu.",3,"Vol correct, confort moyen."
280,6764,2,"Accueil froid, prestations moyennes.",5,"Confortable et rapide, top."
281,4433,2,"Bruyant et peu propre.",1,"Aucun support clientèle, vol à éviter."
282,3027,2,"Accueil froid, prestations moyennes.",4,"Satisfaisant, bien organisé."
283,5925,2,"Mauvaise expérience sur certains points.",1,"Baggages perdus et aucune aide."
284,385,3,"Rien à redire de particulier.",3,"Moyen, siège étroit."
285,2442,4,"Séjour agréable, quelques détails à revoir.",2,"Restauration décevante."
286,5750,4,"Bon établissement, service efficace.",4,"Bon vol, personnel efficace."
287,847,3,"Satisfaisant, rien de spécial.",1,"Expérience terrible, vol chaotique."
288,6349,5,"Ambiance chaleureuse, excellent petit-déjeuner.",3,"Moyen, trop de passagers."
289,3946,5,"Séjour inoubliable, bravo à l''équipe.",4,"Satisfaisant, bien organisé."
290,3957,5,"Service haut de gamme, prestation excellente.",2,"Inconfort notable."
291,4060,1,"Très mauvaise expérience globale.",4,"Bon confort, service correct."
292,3943,4,"Bon rapport qualité/prix global.",1,"Vol annulé sans compensation."
293,3961,3,"Acceptable, emplacement pratique.",3,"Assez correct."
294,1703,1,"Chambre insalubre et sale.",3,"Assez correct."
295,3296,2,"Propreté douteuse.",4,"Bon vol, personnel courtois."
296,4129,5,"Parfait pour les familles, nombreuses activités.",5,"Expérience très confortable et ponctuelle."
297,5313,2,"Problèmes d''eau chaude.",5,"Service impeccable et ponctualité."
298,2217,1,"Très déçu, conditions inacceptables.",5,"Vol parfait, personnel attentionné et service excellent."
299,3421,4,"Bon établissement, service efficace.",1,"Annulé sans solution de rechange."
300,2132,4,"Très bon séjour, confortable.",4,"Bon vol malgré petit retard."
301,634,4,"Bon séjour, personnel professionnel.",2,"Mauvaise gestion des bagages."
302,4568,2,"Chambres mal isolées.",5,"Parfait, rien à signaler."
303,6458,5,"Tout était parfait, service irréprochable.",2,"Problèmes d''organisation."
304,3646,4,"Très bien, petites améliorations à prévoir.",4,"Vol convenable, embarquement long."
305,6994,3,"Satisfaisant, rien de spécial.",4,"Satisfaisant, bien organisé."
306,1729,3,"Correct, basique.",2,"Retard prolongé sans infos."
307,643,2,"Problèmes d''eau chaude.",5,"Équipage top et service rapide."
308,224,1,"Très déçu, conditions inacceptables.",5,"Très bon vol, équipage souriant."
309,3571,2,"Equipements vieillissants.",2,"Retard et manque de communication."
310,1234,3,"Correct mais isolé.",3,"Assez correct."
311,2218,4,"Séjour positif, quelques retards de service.",1,"Baggages perdus et aucune aide."
312,419,1,"Salle de bain cassée, inacceptable.",3,"Correct pour un vol court."
313,5326,4,"Très bien, personnel accueillant.",1,"Expérience terrible, vol chaotique."
314,6320,2,"Propreté et service à revoir.",4,"Bon confort, service correct."
315,2016,5,"Parfait pour les familles, nombreuses activités.",3,"Acceptable, mais serré."
316,82,1,"Chambre insalubre et sale.",3,"Acceptable, rien d''exceptionnel."
317,4292,5,"Parfait du début à la fin, service exceptionnel.",5,"Confort remarquable, équipage pro."
318,5890,5,"Séjour haut de gamme, prestations excellentes.",1,"Très déçu, vol annulé sans aide."
319,2825,1,"Bruyant et mal entretenu.",3,"Passable, correct."
320,2054,1,"Situation inacceptable, a fuir.",1,"Très mauvaise expérience, évitez cette compagnie."
321,6620,1,"Chambre infestée, très mauvais.",4,"Très bien pour le prix."
322,3884,5,"Service top, chambre impeccable et calme.",5,"Sièges confortables et équipage souriant."
323,5274,5,"Prestations haut de gamme et personnel attentif.",2,"Vol retardé, peu de communication."
324,3479,5,"Expérience sublime, excellent rapport qualité.",2,"Restauration médiocre."
325,2454,5,"Personnel aux petits soins, propreté parfaite.",4,"Bon confort, service correct."
326,1028,3,"Correct pour un petit budget.",5,"Équipage pro, service fluide."
327,3202,1,"Service inexistant, très mauvais.",2,"Retard et mauvaise communication."
328,6596,1,"Très mauvais, à signaler.",2,"Retard prolongé sans infos."
329,793,2,"Bruyant et peu propre.",2,"Retard important."
330,871,3,"Assez bien pour une halte.",1,"Vol annulé sans compensation."
331,4464,1,"Mauvaise expérience, pas de remboursement.",3,"Correct mais serré."
332,2503,1,"Situation inacceptable, a fuir.",3,"Correct pour le prix payé."
333,6837,5,"Service haut de gamme, prestation excellente.",3,"Moyen, passagers nombreux."
334,2772,4,"Très bon établissement, petit bémol sur le spa.",1,"Expérience désastreuse."
335,60,4,"Chambre propre et calme.",5,"Sièges larges et personnel efficace."
336,4537,1,"Salle de bain cassée, inacceptable.",2,"Retard et mauvaise communication."
337,55,2,"Peu de services proposés.",2,"Retard pénible."
338,4877,5,"Chambre parfaite, literie de qualité, rien à redire.",3,"Moyen, passagers nombreux."
339,539,3,"Hôtel satisfaisant pour le prix.",5,"Très bon confort et ponctualité."
340,5320,2,"Personnel peu professionnel.",3,"Passable, pas de luxe."
341,6406,2,"Confort insuffisant pour le prix.",4,"Vol bien passé."
342,3431,1,"Chambre insalubre, plainte déposée.",3,"Assez correct."
343,3222,5,"Inoubliable, service cinq étoiles.",3,"Assez correct."
344,3412,4,"Très satisfait, mais service lent au dîner.",5,"Sièges confortables et équipage souriant."
345,862,4,"Chambre propre et calme.",4,"Vol satisfaisant, snacks limités."
346,280,4,"Très bien, petites améliorations à prévoir.",3,"Moyen, sièges serrés."
347,894,3,"Hôtel correct, sans plus.",4,"Bon vol malgré un léger retard."
348,3846,4,"Bonne adresse, literie confortable.",2,"Vol stressant et mal organisé."
349,4225,4,"Très bon hôtel, chambre confortable.",3,"Acceptable, siège étroit."
350,2273,1,"Hôtel sale et bruyant.",2,"Retard et mauvaise communication."
351,6895,2,"Accueil décevant.",2,"Retard non expliqué."
352,6783,4,"Bon établissement, personnel gentil.",4,"Bonne expérience globale."
